p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,hardship,contact,t1,t2,t3,t4,t5,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,utility,id
7,4,4,7,7,4,3,4,4,4,7,1,7,7,4,7,7,3,5,4,7,4,4,4,4,5,2,5,4,4,US00,427
4,5,2,3,3,1,5,5,6,6,6,5,5,5,5,6,5,6,4,6,5,6,6,4,5,5,4,4,6,6,US00,428
7,7,7,7,7,7,7,7,7,7,1,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,US00,429
7,7,7,7,7,4,4,7,3,4,1,1,7,7,7,7,7,6,7,6,7,7,7,6,6,7,6,7,7,7,US00,430
6,7,4,7,7,4,1,6,2,4,5,2,5,6,6,4,7,5,7,5,7,4,7,5,5,5,5,5,5,4,US00,431
7,7,6,1,1,6,6,2,2,2,1,1,7,7,7,7,7,7,7,6,7,7,7,7,6,7,6,7,6,7,US00,432
7,7,7,7,7,6,6,7,6,6,2,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,US00,433
7,7,7,7,7,7,4,7,5,3,2,1,7,7,6,2,7,4,7,6,7,6,6,4,4,5,4,4,5,6,US00,434
7,6,7,7,7,5,3,5,3,6,2,1,6,6,6,6,6,5,6,4,5,4,5,4,4,6,4,6,4,6,US00,435
6,6,5,6,6,2,4,4,2,4,2,2,6,5,5,2,5,6,6,4,6,5,5,4,4,3,4,6,4,4,US00,436
7,7,5,7,7,5,4,4,4,6,1,1,6,6,5,3,3,4,6,4,5,4,4,4,4,4,4,5,4,5,US00,437
7,7,7,7,7,7,7,7,7,7,7,1,4,4,3,1,4,3,6,1,5,5,4,2,1,1,3,3,7,1,US00,438
1,1,1,1,1,5,1,1,1,1,2,2,7,7,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,US00,439
7,7,5,5,5,4,4,5,4,4,1,1,6,4,6,6,6,6,4,5,5,4,4,4,4,4,4,6,6,5,US00,440
1,1,1,7,1,1,1,1,7,7,5,1,7,7,6,7,7,5,6,7,7,5,6,5,5,5,5,5,5,5,US00,441
4,4,4,4,4,7,1,1,1,1,1,1,7,7,3,5,6,4,6,4,6,4,4,4,4,3,4,4,4,4,US00,442
4,6,7,7,6,6,5,6,2,6,4,1,6,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,US00,443
7,6,2,6,7,4,1,4,2,4,1,1,6,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,US00,444
7,5,6,6,7,7,4,6,5,6,5,1,7,6,7,7,6,5,6,7,5,4,6,6,6,5,7,5,5,2,US00,445
7,7,7,7,7,6,7,7,6,7,1,1,7,7,7,7,7,4,5,4,7,4,4,4,4,4,4,4,4,4,US00,446
7,5,5,6,7,4,2,6,4,4,3,1,6,6,6,5,5,5,7,4,5,4,4,4,4,4,4,5,4,3,US00,447
7,7,7,7,7,7,1,4,5,7,1,2,7,6,7,5,7,4,6,4,7,4,7,7,4,4,4,4,4,4,US00,448
1,1,6,7,7,4,4,4,4,4,4,1,6,4,5,5,6,6,5,5,5,5,6,6,4,4,4,4,5,5,US00,449
7,5,5,5,7,4,3,6,4,4,2,2,7,6,6,6,7,6,6,6,6,5,7,6,6,5,6,7,6,6,US00,450
4,3,1,1,1,2,5,4,6,6,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,US00,451
7,7,7,7,7,7,7,7,7,7,7,6,6,7,7,7,7,7,6,6,7,6,6,6,7,6,6,7,6,7,US01,452
7,7,7,7,7,5,5,6,7,6,1,2,7,5,5,4,7,6,6,5,7,5,7,5,5,4,5,6,3,6,US01,453
3,4,4,4,4,5,4,4,4,4,6,5,6,6,6,6,5,5,6,5,6,6,6,5,5,6,6,6,5,5,US01,454
5,5,5,5,5,5,3,5,4,5,5,2,4,3,3,3,4,3,4,5,4,5,4,5,5,4,4,4,4,4,US01,455
6,6,6,6,6,6,6,6,6,6,6,4,5,6,6,6,6,6,6,6,5,5,6,6,6,6,6,6,5,5,US01,456
7,7,7,7,7,2,1,1,3,3,6,4,6,1,2,1,1,4,6,4,6,6,4,4,4,4,4,1,3,4,US01,457
5,6,3,4,1,2,6,7,6,5,4,4,6,6,5,5,6,6,6,6,5,6,7,7,6,4,6,6,5,5,US01,458
7,6,7,7,7,4,5,6,4,5,2,3,6,2,6,1,5,6,5,5,4,4,4,4,4,4,4,5,4,4,US01,459
7,7,6,7,7,7,7,7,6,7,7,7,7,7,7,7,6,7,7,6,6,6,7,7,7,7,6,6,6,7,US01,460
6,3,5,5,4,3,5,3,4,4,2,1,5,1,5,5,6,5,5,3,4,4,5,5,3,5,4,5,4,5,US01,461
7,4,6,6,7,4,5,4,3,5,5,3,5,3,4,5,5,5,4,4,4,5,3,4,3,2,5,4,3,4,US01,462
2,6,6,2,3,6,2,2,2,2,7,3,5,1,1,1,2,4,5,4,5,4,5,5,4,2,4,5,2,2,US01,463
6,2,6,6,6,6,5,5,5,6,2,2,4,5,5,5,5,5,5,5,5,4,5,4,5,5,5,6,5,5,US01,464
7,7,7,7,7,7,7,7,7,7,6,5,5,6,6,6,7,6,5,6,5,6,5,7,6,7,5,7,6,6,US01,465
6,6,2,6,6,3,2,2,2,2,2,2,5,5,4,2,6,3,5,4,3,4,4,5,4,5,4,1,5,3,US01,466
5,6,7,4,7,4,5,5,3,5,4,1,6,6,6,5,6,6,5,6,6,6,6,6,6,4,6,6,5,5,US01,467
7,7,7,6,7,4,7,6,4,6,4,1,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,US01,468
7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,7,7,7,7,7,6,7,7,7,7,6,7,7,6,US01,469
7,7,7,7,7,3,3,4,3,6,3,3,6,6,6,5,6,6,6,7,6,6,6,6,6,6,6,6,6,7,US01,470
7,4,7,7,7,4,4,4,4,4,1,1,7,4,7,4,7,4,7,4,7,4,7,4,4,7,4,7,4,4,US01,471
6,6,6,6,7,5,4,4,3,4,2,1,6,6,5,6,6,5,6,6,6,6,6,5,6,5,5,6,5,6,US01,472
7,4,4,7,7,4,4,4,4,4,1,2,7,4,6,4,6,6,7,7,7,5,7,6,6,4,7,7,6,6,US01,473
4,4,5,3,6,3,2,1,3,4,1,1,5,1,1,1,5,5,4,4,4,4,5,4,4,3,4,5,4,4,US01,474
7,7,7,7,7,7,7,7,7,7,5,2,7,7,7,6,6,6,6,7,6,7,7,7,6,6,6,7,7,6,US01,475
7,7,7,7,7,4,4,4,4,4,4,3,7,4,4,1,7,1,3,6,6,7,4,6,5,1,7,7,6,7,US01,476
4,5,4,7,7,4,3,4,4,3,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,US01,477
7,7,7,7,7,7,7,7,7,7,2,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,US01,478
5,5,5,4,7,4,3,2,3,5,4,2,4,4,2,2,3,5,2,3,4,4,4,4,4,4,4,5,3,5,US01,479
7,5,4,7,7,1,1,5,1,1,6,1,6,7,6,4,6,4,5,3,6,3,5,2,3,4,1,5,6,2,US01,480
7,6,7,7,7,7,6,6,6,6,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,US01,481
5,5,5,5,5,5,3,3,4,5,3,4,5,4,5,5,5,5,5,5,4,5,5,4,5,4,5,5,5,5,US01,482
7,7,7,7,7,5,2,4,1,6,2,2,7,6,6,6,7,4,7,7,7,7,7,7,4,5,4,5,6,7,US01,483
7,7,7,7,7,7,4,1,1,4,4,1,1,2,1,1,1,4,1,1,1,1,1,4,1,4,1,1,1,1,US01,484
7,7,6,7,7,5,6,5,5,5,2,1,6,6,6,3,6,4,5,4,5,4,5,4,4,4,4,4,4,4,US01,485
7,7,7,7,7,6,5,5,6,4,1,2,7,7,7,6,7,6,7,5,7,6,7,5,5,5,5,5,4,5,US01,486
1,1,1,1,4,1,1,1,1,1,4,1,6,2,3,2,4,4,6,4,4,4,4,4,4,4,4,4,4,4,US01,487
6,6,6,6,6,6,4,3,2,4,1,1,6,5,6,6,6,4,6,6,5,4,4,4,4,4,4,4,4,5,US01,488
7,7,7,7,7,7,2,7,7,6,2,1,7,4,6,6,6,5,5,4,4,4,5,4,4,4,4,5,4,3,US01,489
7,6,7,7,7,4,4,4,6,6,2,1,7,4,3,3,6,4,4,2,2,2,2,2,2,2,2,4,2,2,US01,490
7,4,7,7,7,4,4,4,4,4,4,2,7,4,6,4,7,6,6,5,7,5,6,6,5,5,5,6,5,6,US01,491
7,5,6,7,5,5,4,6,4,3,1,1,7,7,7,6,7,7,7,7,7,4,7,7,7,7,7,7,7,7,US01,492
7,7,5,6,7,3,2,2,2,2,1,1,7,7,7,7,7,7,7,7,7,6,7,6,6,6,6,6,6,7,US01,494
7,7,7,7,7,4,4,6,1,7,2,1,7,4,5,5,7,5,7,5,6,6,6,4,4,3,4,6,4,6,US01,495
7,5,3,7,7,4,2,3,1,4,4,1,7,3,3,3,3,4,5,4,4,4,4,4,4,4,4,4,4,4,US01,496
7,7,7,7,7,4,4,4,4,7,4,1,6,3,5,2,3,4,6,4,5,4,4,4,2,1,4,4,4,4,US01,497
7,4,7,7,7,7,7,7,4,4,2,1,7,7,6,7,7,7,7,7,7,7,6,7,7,6,7,7,7,7,US01,498
7,6,7,7,7,6,2,7,4,4,1,1,6,6,6,3,6,6,6,4,6,4,6,4,4,6,4,5,4,6,US01,499
6,6,5,6,7,5,4,6,4,5,1,1,7,7,6,6,6,6,6,5,6,5,6,5,5,5,5,6,5,6,US01,500
7,7,7,7,7,7,7,7,7,7,2,3,6,5,6,5,6,6,6,6,6,6,5,6,6,4,6,6,5,6,US01,501
1,2,2,6,3,5,3,7,4,4,5,6,7,6,5,5,6,6,5,7,7,6,5,5,6,6,6,7,6,6,US01,502
7,7,6,7,7,6,7,7,5,7,1,1,7,1,1,4,1,7,7,4,4,4,7,7,7,4,7,7,4,7,US01,503
2,5,2,1,7,5,1,2,2,4,7,1,1,1,7,1,7,1,1,1,7,1,7,7,5,7,7,1,1,1,US01,504
2,3,5,5,6,7,3,4,1,2,2,1,7,6,6,7,4,7,7,7,5,6,7,7,6,7,6,6,5,7,US01,505
2,1,6,7,7,6,2,2,3,2,6,6,7,6,6,6,7,7,7,7,7,7,6,7,6,6,6,6,6,7,US01,506
7,7,7,6,7,4,4,7,4,5,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,US01,507
7,7,7,7,7,4,5,7,5,7,7,4,7,7,5,3,7,4,7,5,6,6,5,6,5,5,4,7,5,5,US01,508
7,7,7,7,7,5,2,5,3,5,1,1,7,5,6,5,5,6,7,7,6,7,7,7,6,6,6,6,6,6,US01,509
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,US01,510
7,7,7,7,7,7,7,7,7,7,1,4,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,US01,511
7,7,7,4,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,US01,512
7,7,6,6,6,6,4,6,4,6,1,2,4,3,4,3,3,2,2,4,4,3,4,3,3,3,3,2,4,4,US01,513
7,7,7,7,7,7,7,7,5,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,US01,514
6,5,4,4,4,4,4,5,4,4,1,1,5,4,3,5,4,4,6,5,5,4,5,4,5,5,5,5,3,4,US01,515
7,6,3,5,7,1,1,2,1,2,1,1,7,1,1,2,6,4,6,4,6,4,4,4,4,4,4,4,4,4,US01,516
4,4,3,3,2,3,3,2,3,4,2,2,6,2,4,2,6,6,6,5,6,6,6,6,5,5,6,4,6,5,US01,517
6,5,4,6,7,6,2,3,4,7,1,1,6,6,7,7,7,6,7,7,7,7,6,6,6,5,5,7,6,6,US01,518
7,7,7,7,7,4,4,4,4,4,1,1,6,7,7,7,7,6,7,4,5,4,4,7,5,1,4,6,7,5,US01,519
6,6,6,6,6,2,2,2,2,6,1,2,7,6,6,6,6,6,6,6,6,6,6,5,4,6,6,7,6,6,US01,520
5,4,4,4,4,3,4,7,7,5,3,1,5,4,6,5,6,6,5,6,5,4,5,5,6,5,4,5,5,5,US01,521
6,5,6,6,4,5,3,4,4,5,2,1,6,6,6,6,6,4,6,4,4,4,4,4,4,6,4,4,5,4,US01,522
3,4,4,4,4,7,1,1,1,7,1,2,6,6,4,6,6,7,6,7,6,7,6,5,4,4,6,7,6,6,US01,524
3,4,5,6,5,4,4,5,2,3,2,2,4,5,3,4,6,5,5,5,4,5,4,3,5,6,6,3,4,4,US01,525
4,3,5,4,6,5,4,2,3,5,4,1,5,4,5,3,6,6,5,5,4,5,4,5,6,5,5,5,4,5,US01,526
7,7,7,7,7,2,2,3,2,1,5,1,7,5,7,6,7,6,6,6,7,6,7,6,6,6,6,5,6,7,US01,527
7,7,7,7,7,4,5,7,4,5,4,1,7,7,7,7,7,4,7,4,6,4,4,4,4,4,4,4,4,4,US01,528
1,2,7,1,7,4,7,6,7,7,2,1,6,2,4,3,5,3,4,3,4,3,4,2,2,2,3,4,4,3,US01,529
7,7,7,7,7,7,4,4,4,7,1,1,6,6,4,3,7,6,6,4,6,6,6,4,4,5,4,6,6,6,US01,530
6,7,6,4,7,3,3,4,3,5,1,1,7,5,4,6,6,6,6,6,6,6,6,6,5,5,6,7,6,5,US01,531
7,7,7,7,1,7,5,6,4,7,1,2,7,7,7,5,7,7,6,6,6,6,6,6,4,7,6,7,4,7,US01,532
7,7,7,7,7,5,4,2,4,2,4,1,7,6,4,5,4,4,4,4,7,4,4,4,4,4,4,4,4,4,US01,533
7,7,7,7,7,7,7,7,7,7,1,1,7,7,7,7,6,4,6,4,6,4,6,5,4,6,6,4,6,6,US01,534
6,6,6,6,6,5,4,4,4,5,2,1,6,6,6,4,6,6,6,6,6,5,6,5,6,6,6,6,6,6,US01,535
7,7,7,7,7,7,7,7,7,7,3,3,7,4,5,7,4,5,4,5,5,7,7,6,6,6,5,7,5,7,US01,536
4,1,2,1,7,1,2,1,1,2,1,2,7,6,6,2,6,7,7,7,7,7,7,7,7,7,7,7,7,7,US01,537
7,7,7,7,7,7,4,7,4,7,4,1,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,US01,538
3,3,6,7,7,3,2,4,2,5,1,1,4,4,4,5,4,3,3,4,4,4,4,3,3,4,3,4,4,4,US01,539
5,6,5,6,3,1,2,2,2,3,2,1,6,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,US01,540
7,7,7,7,7,7,5,7,6,6,2,1,6,6,4,5,5,6,6,4,5,4,6,4,4,4,4,6,4,6,US01,541
7,7,4,7,4,3,4,6,3,4,1,1,7,6,7,5,7,6,6,4,7,5,6,7,4,5,4,7,5,6,US01,542
7,7,7,7,7,4,2,1,4,4,1,1,7,6,7,5,5,7,7,7,6,7,7,7,6,6,7,7,7,7,US01,543
7,1,6,2,1,6,6,6,7,7,6,7,5,7,5,6,7,5,5,6,5,6,5,6,6,5,7,7,6,6,US01,544
6,3,3,4,5,2,4,3,2,3,2,1,6,6,5,5,5,5,4,4,4,4,4,4,4,3,5,4,4,4,US01,545
7,7,7,7,7,7,1,1,7,7,1,1,5,6,6,1,6,6,6,6,4,5,4,5,5,3,5,6,4,4,US01,546
7,7,7,7,7,4,1,5,3,5,1,2,7,7,5,5,3,6,6,5,6,4,6,7,6,5,5,6,7,6,US01,547
7,4,7,7,7,5,1,4,5,4,4,1,7,4,3,1,6,4,1,6,7,4,4,4,4,4,4,2,4,6,US01,548
6,5,5,4,3,3,3,3,6,4,3,2,6,5,5,3,5,4,5,4,4,4,5,4,4,4,4,5,4,4,US01,549
7,7,7,7,7,1,2,2,1,1,5,2,5,2,3,2,5,2,4,2,3,3,3,3,3,4,3,5,2,3,US01,550
5,6,6,6,7,4,2,4,4,4,1,1,7,4,6,4,6,7,7,6,7,6,6,7,6,4,7,6,6,4,US01,551
6,6,6,6,6,4,4,4,2,4,1,1,7,4,6,4,6,5,5,4,4,4,4,4,4,3,4,6,4,5,US01,552
7,7,7,7,7,7,7,7,7,7,1,2,6,7,7,6,7,7,6,6,7,6,7,7,6,6,7,7,7,7,US01,553
6,6,5,6,7,6,7,7,7,6,5,1,5,7,7,7,7,2,1,2,6,6,5,4,5,3,2,1,3,3,US01,555
7,7,6,5,7,6,4,4,5,5,3,2,7,2,6,2,4,4,4,4,4,4,4,4,4,4,4,5,4,4,US01,557
5,5,5,4,6,4,4,2,4,4,1,2,5,3,3,2,4,4,5,5,5,5,5,5,5,4,5,5,5,5,US01,558
7,7,5,7,7,5,4,5,4,7,2,1,7,7,7,7,7,7,7,7,7,7,7,4,6,7,6,7,7,5,US01,559
7,7,7,7,7,2,3,6,3,7,5,2,5,1,1,1,6,3,5,4,2,4,4,3,1,3,4,5,4,5,US01,560
7,7,7,7,7,4,4,4,4,7,1,1,6,4,6,3,3,4,6,4,4,4,6,4,4,4,4,3,4,4,US01,561
6,6,4,4,5,5,5,5,5,5,5,2,6,3,5,4,4,5,5,5,6,4,6,5,5,4,4,6,4,4,US01,562
7,7,6,7,7,2,2,2,2,4,3,1,7,1,1,2,6,6,2,6,1,5,5,5,1,1,5,5,6,5,US01,563
7,7,7,7,7,6,5,6,4,5,1,2,7,7,6,7,7,6,7,6,7,7,7,4,4,5,6,7,6,6,US01,564
7,7,7,7,7,4,1,7,1,7,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,US01,565
3,4,4,4,4,3,3,4,4,4,1,1,5,5,5,5,5,5,5,4,5,4,4,5,5,4,4,5,5,4,US01,566
6,7,7,7,7,6,7,7,7,6,1,1,7,2,3,2,7,4,5,4,4,4,4,4,4,4,4,5,4,4,US01,567
7,6,7,6,7,4,4,4,4,4,2,1,6,5,5,4,3,4,4,4,4,4,4,4,4,3,4,5,4,4,US01,568
7,7,7,7,7,4,3,4,4,7,1,1,7,3,4,3,7,4,4,4,4,6,4,4,4,5,4,6,4,4,US01,569
7,6,7,6,7,7,2,4,6,3,1,1,6,7,5,5,6,6,6,7,7,6,5,5,7,6,7,6,7,5,US01,570
7,7,7,7,7,6,4,5,4,4,1,1,7,6,7,5,7,4,6,4,6,4,6,4,4,4,4,6,4,6,US01,571
7,7,7,7,7,4,4,7,4,4,1,1,7,6,6,6,6,6,6,5,6,4,6,4,4,5,4,6,4,5,US01,572
7,7,7,7,7,5,4,7,4,4,3,1,7,6,6,6,6,6,6,5,6,6,5,5,6,6,5,5,6,6,US01,573
7,7,7,7,7,1,1,6,1,2,1,1,6,6,6,6,6,6,6,4,6,4,4,4,6,4,4,6,4,4,US01,574
7,7,4,7,7,3,1,1,1,1,1,1,7,1,3,1,6,4,6,4,6,4,4,4,4,3,4,6,4,4,US01,575
6,6,4,4,7,3,4,3,5,5,2,2,6,1,2,1,5,6,5,4,3,3,5,4,4,4,4,4,4,4,US01,576
6,5,6,6,6,6,4,3,2,4,2,1,5,4,5,5,6,4,5,5,5,4,4,5,4,4,6,6,5,5,US01,577
7,7,2,6,7,2,2,1,3,4,1,1,7,7,1,2,5,4,5,5,4,5,5,4,2,4,4,5,5,4,US01,578
7,4,7,7,7,7,7,4,1,3,1,1,7,7,7,7,6,7,7,6,6,7,7,1,1,7,7,7,7,7,US01,580
1,7,1,1,4,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,US02,581
7,7,7,7,7,1,1,4,1,1,1,1,7,6,5,5,7,4,4,4,4,4,7,4,4,4,4,2,4,5,US02,582
7,7,7,7,7,6,2,5,2,5,5,1,7,1,7,7,4,4,7,6,7,4,4,4,4,4,4,7,4,7,US02,583
7,6,4,4,7,5,4,2,4,6,2,1,7,3,2,5,6,4,4,4,4,4,4,4,4,4,4,4,4,4,US02,584
7,7,7,7,7,7,2,7,7,4,6,2,4,3,5,1,2,2,4,4,6,3,3,4,3,3,3,3,1,2,US02,585
6,6,5,7,1,6,4,6,4,5,1,2,7,7,6,6,6,4,7,6,7,6,7,6,4,6,6,6,6,6,US02,586
6,6,5,5,6,6,4,6,4,6,1,3,6,6,6,4,5,5,5,5,5,5,5,5,5,6,5,5,6,6,US02,587
6,5,7,7,7,2,2,3,2,2,3,3,7,6,7,2,5,7,7,7,7,7,7,6,3,6,6,7,6,7,US02,588
7,6,6,6,7,6,6,6,6,6,1,2,7,6,6,6,7,7,6,7,7,7,7,7,6,6,6,7,7,7,US02,589
7,7,7,7,7,4,4,4,4,7,4,1,7,5,5,4,6,6,5,4,6,4,6,4,4,5,4,6,4,6,US02,590
5,5,5,6,6,2,2,4,3,2,1,1,7,7,6,6,7,6,6,5,7,4,6,4,4,5,4,6,4,6,US02,591
7,4,7,7,7,4,4,4,2,4,2,1,7,5,5,3,1,4,6,4,7,5,6,4,5,5,4,4,4,4,US02,592
7,2,7,7,7,6,6,5,2,2,1,1,7,6,3,6,7,7,6,4,6,4,6,4,4,4,4,6,4,6,US02,593
7,7,7,7,7,5,1,6,1,5,1,1,7,6,7,7,7,4,4,6,7,4,7,4,6,4,4,6,4,4,US02,594
7,6,7,7,7,6,5,5,6,7,1,1,7,7,7,7,7,6,7,6,7,6,6,6,7,6,6,5,6,6,US02,595
7,7,6,7,7,5,4,5,4,5,1,1,7,7,7,6,7,7,7,4,7,4,7,4,4,4,4,7,4,7,US02,596
2,6,6,6,7,5,4,4,4,5,2,1,6,7,5,5,6,6,6,6,7,6,6,4,4,4,5,6,6,6,US02,597
7,6,7,7,7,5,4,5,4,6,1,1,6,6,6,6,6,6,6,6,6,6,6,4,4,6,6,6,4,6,US02,598
7,7,7,7,7,4,4,4,4,4,1,1,6,6,4,2,6,6,6,4,6,4,6,4,1,1,4,6,4,4,US02,599
7,6,6,7,7,6,6,6,5,6,3,2,6,6,5,6,5,5,5,5,5,5,5,5,4,4,5,5,5,5,US02,600
1,1,1,1,1,1,1,1,1,1,2,1,6,1,6,1,1,6,6,6,3,6,6,3,6,6,3,6,6,6,US02,601
7,7,7,7,7,7,6,6,6,6,2,2,6,5,6,6,6,4,6,4,6,4,4,4,4,4,4,4,4,4,US02,602
7,7,7,7,7,7,6,7,6,7,5,1,6,6,6,6,6,6,6,6,6,6,6,6,2,4,6,6,6,6,US02,603
7,4,4,7,7,5,6,6,4,4,1,1,6,5,4,3,4,4,5,4,5,4,4,4,4,5,4,1,5,4,US02,604
7,7,7,7,7,6,6,7,6,6,2,1,7,7,7,7,7,7,7,4,7,4,7,4,4,4,4,7,4,4,US02,605
7,6,5,6,7,4,4,6,4,4,1,1,7,7,7,7,7,7,7,4,7,4,7,4,4,4,4,7,4,7,US02,606
7,6,5,6,6,6,5,2,5,4,1,3,6,6,6,3,6,6,7,5,6,4,6,4,4,3,4,7,4,5,US02,607
7,7,7,7,7,6,5,7,6,7,1,1,6,6,7,3,5,4,6,4,6,7,6,6,6,6,6,4,4,4,US02,608
7,7,7,7,7,4,4,4,4,6,4,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,US02,609
7,7,7,6,7,5,4,6,6,4,1,3,7,7,7,4,7,7,6,3,6,7,7,3,4,4,5,7,7,7,US02,610
7,7,6,6,7,6,7,6,7,3,6,3,6,7,6,6,7,7,6,7,7,7,7,7,7,7,7,7,7,7,US02,611
7,7,7,7,7,4,4,7,4,4,1,1,7,7,7,7,7,7,7,4,7,7,7,4,7,7,4,7,4,7,US02,612
6,6,6,7,6,4,4,4,4,4,2,2,7,4,6,4,6,6,7,6,5,7,6,6,4,5,6,7,6,7,US02,613
7,7,6,7,5,5,5,4,3,5,6,1,7,4,4,3,6,5,6,6,6,5,6,5,6,5,6,5,6,6,US02,614
6,6,4,6,7,4,4,3,3,3,1,2,6,4,5,3,6,5,4,4,5,4,6,4,3,4,5,6,4,5,US02,615
6,4,5,6,6,1,1,2,2,3,5,1,6,2,1,1,4,3,6,5,6,4,6,4,3,4,5,5,5,3,US02,616
7,7,6,7,7,4,2,3,3,3,1,1,7,6,4,5,7,7,6,5,6,4,5,4,4,4,4,4,4,4,US02,617
7,7,7,7,7,6,6,7,7,7,6,1,7,7,7,7,5,5,6,6,6,6,6,4,6,6,6,6,6,6,US02,618
1,1,4,2,6,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,US02,619
7,7,7,7,7,4,3,4,4,5,4,1,4,3,4,3,4,4,4,4,4,4,4,4,4,2,2,3,4,3,US02,620
7,7,7,7,7,5,4,6,5,4,1,1,7,7,7,6,7,4,4,4,5,4,4,4,4,4,4,4,4,4,US02,621
2,6,6,2,5,1,1,1,1,4,2,2,5,4,5,2,5,5,4,5,6,5,6,4,6,4,3,4,2,3,US02,622
7,7,4,7,7,2,5,5,1,5,2,1,7,7,7,7,7,4,7,4,7,4,4,4,4,4,4,4,4,4,US02,623
6,6,5,7,5,6,6,4,5,5,4,1,6,6,6,5,6,4,6,4,5,4,4,4,4,4,4,4,4,3,US02,624
6,6,6,6,6,5,5,5,5,5,4,2,5,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,US02,625
5,5,6,7,7,6,5,6,4,5,1,1,7,7,6,7,7,6,4,6,4,5,4,4,5,4,5,6,4,5,US02,626
7,7,7,7,7,6,6,6,6,6,2,1,6,5,7,7,6,6,6,6,6,6,6,6,4,6,6,6,5,6,US02,627
7,6,6,5,7,5,4,5,4,5,1,2,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,US02,628
6,4,5,5,6,5,4,4,3,5,3,2,5,3,5,5,4,4,5,5,5,5,5,5,5,4,5,3,5,4,US02,629
7,7,7,7,7,7,7,7,7,4,2,1,6,6,7,6,5,6,6,5,5,6,5,4,4,6,5,4,5,6,US02,630
