p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,hardship,contact,t1,t2,t3,t4,t5,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,utility,id
7,7,6,7,7,5,4,3,4,5,5,3,7,1,1,1,6,3,4,3,2,3,4,3,1,3,3,7,2,2,US02,631
7,6,6,7,7,4,4,6,4,4,2,1,7,7,6,6,6,6,7,6,6,6,6,6,6,6,6,5,6,6,US02,632
7,5,7,7,7,5,4,5,3,3,1,2,7,7,5,6,5,7,5,5,5,5,5,4,6,4,6,5,5,5,US02,633
7,4,5,7,7,4,1,3,2,3,1,1,7,7,7,5,7,6,7,4,7,4,7,4,4,5,4,7,4,5,US02,634
7,7,7,7,7,7,7,7,7,7,5,3,6,5,5,6,5,5,5,6,6,6,5,4,6,4,5,4,6,5,US02,635
1,1,7,1,1,1,1,1,1,1,1,1,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,US02,636
4,5,5,6,6,3,2,4,2,2,1,3,7,7,7,6,7,7,7,6,7,6,7,6,5,5,5,7,5,6,US02,637
7,6,7,7,7,6,4,5,4,5,1,1,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,4,6,6,US02,638
7,7,6,7,7,6,4,4,6,4,4,1,7,7,7,7,7,5,6,4,6,4,5,4,4,4,4,3,4,5,US02,639
7,7,7,7,7,7,7,7,7,7,1,2,5,4,5,6,5,4,5,7,4,4,4,4,4,4,4,7,4,4,US02,640
1,4,6,7,7,5,5,4,4,4,2,1,6,6,6,5,6,6,6,6,6,6,7,6,6,6,5,6,6,6,US02,641
4,6,6,4,4,4,4,3,5,5,5,6,6,7,7,6,5,5,5,6,6,6,6,6,6,6,6,6,6,7,US02,642
5,4,6,5,6,3,2,4,3,5,2,1,6,5,4,4,6,5,4,4,4,4,4,4,4,2,4,5,4,4,US02,643
7,7,5,7,6,1,1,2,4,5,2,1,7,7,7,6,6,6,7,4,6,4,6,4,4,6,4,6,4,6,US02,644
6,6,4,7,7,4,4,5,1,4,2,1,7,7,7,6,7,7,7,6,7,5,6,7,4,6,7,7,6,7,US02,645
7,7,7,7,7,7,1,7,7,7,1,2,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,US02,646
7,7,7,7,7,3,3,5,4,3,1,1,6,6,7,4,7,4,3,1,5,5,3,2,3,1,2,4,4,3,US02,647
7,7,7,7,7,6,2,6,4,7,1,1,7,6,7,7,2,4,7,4,6,7,4,6,4,7,4,7,4,7,US02,648
7,7,7,7,7,7,7,7,7,7,1,3,6,7,7,6,7,7,7,7,7,6,6,6,6,6,6,7,6,7,US02,649
7,7,5,7,7,4,4,5,4,5,1,1,7,5,4,5,7,5,4,4,4,4,4,4,4,3,3,5,4,4,US02,650
7,7,7,7,7,5,5,7,7,5,1,2,7,7,4,7,3,6,7,5,7,7,7,7,7,7,7,7,6,6,US02,651
5,5,6,5,6,4,3,5,4,4,1,2,6,6,6,3,6,4,6,4,6,5,6,4,4,5,6,6,6,4,US02,652
6,7,5,7,7,4,4,4,4,4,3,2,5,3,3,3,5,3,5,5,3,5,5,3,3,4,5,5,4,3,US02,653
7,7,4,7,7,4,4,4,4,4,3,1,7,6,7,4,4,5,4,4,4,4,4,4,4,4,4,6,4,4,US02,654
6,5,3,3,1,3,2,3,5,6,1,1,6,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,US02,655
4,4,4,4,4,4,4,4,4,4,7,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,US02,656
7,6,4,7,7,1,1,4,1,1,1,1,7,6,6,3,6,6,6,6,6,6,6,6,6,6,6,5,6,6,US02,657
7,7,7,6,7,7,6,7,6,7,1,5,7,5,7,7,6,6,7,7,7,7,6,7,6,7,6,7,6,7,US02,658
7,7,1,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,US02,659
7,3,7,7,7,5,4,7,2,4,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,US02,660
7,6,6,7,7,4,3,6,4,5,2,1,7,5,5,4,7,6,6,4,4,3,5,4,4,2,4,6,4,2,US02,661
5,5,6,6,6,5,4,5,3,4,2,2,7,7,7,7,7,5,6,6,7,6,7,6,4,6,5,6,7,6,US02,662
7,7,6,7,7,6,6,6,6,6,1,1,7,7,7,7,7,7,7,7,7,4,7,4,4,7,4,7,4,6,US02,663
7,7,4,7,7,1,1,4,1,4,1,1,7,7,7,7,3,7,7,4,7,4,7,4,4,4,4,7,7,7,US02,664
6,2,3,2,5,1,1,1,2,3,5,2,4,2,1,7,4,4,3,3,7,4,3,4,4,2,2,5,1,4,US02,665
7,7,7,7,7,5,6,6,6,4,2,3,7,6,6,6,6,6,6,4,6,4,6,6,4,6,6,6,4,6,US02,666
7,7,7,7,7,7,4,7,6,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,US02,667
7,7,7,7,7,4,4,5,4,4,1,3,7,7,6,7,7,7,7,4,4,4,4,4,4,3,4,7,4,4,US02,668
7,7,7,7,7,4,4,6,4,4,1,1,7,7,7,7,3,7,7,4,6,4,7,4,4,6,4,6,4,4,US02,669
6,6,6,6,2,5,4,6,5,5,2,2,5,5,4,5,5,4,4,4,4,4,4,4,4,3,4,5,4,5,US02,670
7,6,5,7,7,2,2,4,2,4,1,2,7,7,7,6,6,5,6,5,6,5,6,5,5,5,4,5,5,4,US02,671
7,5,6,7,7,3,2,5,5,2,1,2,7,6,6,6,6,6,7,6,6,7,6,4,4,6,4,6,4,4,US02,672
6,7,6,7,7,4,4,4,4,6,2,3,6,6,4,4,6,6,6,6,6,4,6,4,4,4,4,6,4,6,US02,673
7,7,2,5,6,3,7,7,4,7,7,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,US02,674
7,7,6,6,7,3,1,4,3,4,4,1,7,5,5,5,7,4,4,4,4,4,4,4,4,5,4,4,4,4,US02,675
6,4,4,4,4,1,1,4,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,US02,676
7,7,7,7,7,4,4,7,3,6,2,1,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,US02,677
7,7,7,7,7,7,7,7,7,7,6,2,7,7,7,7,7,7,7,6,7,6,6,5,2,6,5,6,5,6,US02,678
7,7,7,7,7,4,4,7,4,1,3,2,6,7,7,7,7,6,7,7,6,7,7,7,7,4,7,6,7,6,US02,679
7,7,7,7,7,4,4,7,2,5,5,2,7,6,6,6,2,5,6,6,6,6,6,4,6,6,6,7,4,7,US02,680
7,6,6,7,7,3,3,5,2,4,2,1,7,7,7,4,3,6,7,7,6,7,6,7,7,5,7,7,6,7,US02,681
7,7,7,7,7,6,4,7,4,5,4,1,7,7,7,7,7,4,7,4,7,4,7,4,4,4,4,4,4,4,US02,682
7,6,6,7,7,5,5,6,6,4,2,3,7,5,4,5,3,6,6,6,6,5,6,5,5,6,6,6,6,6,US02,683
7,7,7,7,7,7,5,5,5,7,1,1,7,7,7,7,7,7,7,7,7,4,7,4,4,7,4,7,4,4,US02,684
7,7,7,7,7,7,6,7,6,6,2,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,US02,685
7,7,6,7,7,4,3,5,3,4,1,1,7,7,7,6,6,7,6,6,6,6,6,6,6,6,6,7,6,6,US02,686
6,6,4,6,6,5,4,6,4,4,1,1,7,7,7,7,6,6,7,4,7,4,7,4,4,4,4,7,4,4,US02,687
7,6,7,6,7,6,5,5,5,5,5,1,6,6,5,6,6,6,6,5,5,5,5,5,4,5,4,4,5,4,US02,688
7,7,7,7,7,5,6,6,5,6,1,1,7,6,7,7,6,5,7,6,6,5,5,5,4,5,4,7,5,5,US02,689
7,7,7,7,7,6,6,7,6,6,1,1,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,US02,690
7,7,7,7,7,7,7,7,7,7,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,US02,691
1,1,7,7,7,4,3,3,5,1,2,1,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,6,7,US02,692
7,1,6,7,7,5,4,3,3,4,1,1,6,6,6,6,5,4,5,4,5,4,6,6,4,5,4,4,4,4,US02,693
3,5,4,5,5,6,2,4,4,4,2,2,7,6,7,6,5,5,6,5,6,5,6,6,6,5,6,7,4,5,US02,694
7,7,7,7,7,4,4,6,4,4,4,1,7,7,7,4,7,7,7,7,7,7,6,6,7,4,7,7,7,7,US02,695
7,7,7,7,7,1,2,4,2,6,4,1,7,3,6,4,6,4,6,4,4,4,5,4,4,3,4,4,4,4,US02,696
7,7,7,7,7,6,6,7,5,5,1,1,7,7,7,6,7,4,4,4,4,4,4,4,4,4,4,4,4,4,US02,697
6,5,4,5,6,4,2,4,4,4,1,1,6,5,6,4,6,4,6,4,6,4,4,4,4,4,4,4,4,4,US02,698
7,6,6,7,7,3,3,3,6,5,4,1,6,6,6,6,6,4,6,4,6,4,4,4,4,4,4,4,4,4,US02,699
7,7,7,7,7,1,2,6,2,7,4,1,7,5,3,4,1,3,3,5,7,7,5,5,4,5,6,4,5,6,US02,700
7,7,4,7,6,4,4,7,4,4,3,2,6,6,6,6,6,4,6,4,6,4,6,4,4,4,4,4,4,4,US02,701
7,7,4,7,7,6,4,6,6,6,1,1,7,6,6,6,5,4,5,4,4,4,4,4,4,4,4,4,4,4,US02,702
7,7,7,7,7,5,5,7,6,7,1,1,7,7,7,7,7,6,7,6,7,6,7,6,4,6,5,7,4,7,US02,703
7,7,7,7,7,1,1,4,1,4,4,2,7,6,7,5,7,6,6,4,6,4,7,4,4,4,4,4,4,4,US02,704
7,6,6,6,5,6,6,6,5,5,5,3,6,6,6,6,5,5,6,5,5,5,6,5,5,7,7,6,6,5,US02,705
6,7,6,6,6,4,4,5,4,4,2,1,7,6,5,5,5,3,2,2,7,4,2,2,5,2,6,6,2,2,US03,706
7,4,7,7,7,4,4,4,4,4,1,1,6,3,3,2,6,4,4,4,4,4,4,4,4,2,4,6,6,5,US03,707
7,4,1,7,7,1,1,1,1,1,4,1,7,4,6,5,7,4,7,4,7,6,6,4,4,4,5,7,4,5,US03,708
7,7,7,7,7,4,4,6,4,4,4,1,7,6,6,6,3,6,7,4,6,6,6,4,6,6,6,7,6,6,US03,709
6,6,2,6,7,5,4,5,4,5,1,2,6,6,6,6,6,6,6,6,6,6,6,6,4,4,6,6,6,6,US03,710
4,6,4,5,7,4,3,4,4,4,2,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,US03,711
7,7,7,7,7,4,4,7,4,4,1,1,7,7,7,7,7,4,7,4,4,4,7,4,4,4,4,4,4,4,US03,712
7,7,7,7,7,4,7,4,7,4,6,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,US03,713
7,5,6,7,7,6,6,6,5,6,7,2,1,2,4,4,1,3,1,3,4,2,4,4,2,2,4,2,1,2,US03,714
7,7,7,7,7,6,4,7,5,4,1,1,6,6,6,6,6,6,6,4,6,4,4,4,4,5,4,7,4,6,US03,715
7,7,7,7,7,5,3,7,5,7,1,1,7,6,6,3,6,4,6,4,5,4,6,4,4,4,4,6,4,6,US03,716
7,7,6,7,7,6,5,7,4,6,4,1,5,4,5,4,5,4,4,4,4,4,4,4,4,4,3,4,4,4,US03,717
6,2,2,2,1,3,2,2,3,1,2,3,6,5,5,3,6,4,6,5,4,7,5,5,3,4,5,2,6,4,US03,718
7,7,6,7,7,5,4,7,2,4,1,1,7,7,7,7,7,7,7,7,7,6,7,4,4,4,4,7,4,6,US03,719
7,7,7,7,7,5,4,6,3,4,3,1,7,6,5,6,3,4,5,4,6,4,4,4,4,2,4,4,4,4,US03,720
7,6,7,7,7,5,4,4,4,5,6,3,7,5,4,4,6,6,6,6,6,6,6,6,6,5,6,5,6,5,US03,721
3,5,5,7,7,2,1,1,1,5,2,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,US03,722
7,6,5,5,7,4,4,4,3,4,4,1,7,6,6,4,4,4,6,4,4,4,4,4,4,4,4,4,4,4,US03,723
7,7,7,7,7,4,4,4,4,4,3,1,7,7,7,7,5,4,5,4,4,4,4,4,4,4,4,5,4,4,US03,724
7,6,6,7,7,6,5,5,5,7,4,4,6,4,4,2,2,4,5,4,5,4,4,4,4,4,4,3,4,2,US03,725
5,5,5,6,5,4,4,5,6,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,US03,726
7,7,5,7,7,4,6,5,5,5,5,1,7,7,7,7,7,3,7,5,5,6,6,6,4,5,5,1,6,5,US03,727
7,7,7,7,7,4,4,4,4,4,4,1,7,7,6,7,7,4,6,4,7,4,7,4,4,6,4,4,4,4,US03,728
7,6,6,6,7,4,6,5,6,2,3,1,7,3,4,2,5,5,7,4,4,4,4,4,4,4,4,4,4,4,US03,729
7,7,6,7,7,1,1,6,1,4,1,1,7,6,7,6,7,6,7,7,6,6,7,7,6,6,7,7,7,7,US03,730
7,7,7,7,7,7,7,7,7,7,1,1,7,6,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,US03,731
4,4,1,4,4,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,US03,732
7,7,6,7,7,3,3,4,4,4,1,1,7,6,5,4,6,4,6,4,4,4,4,4,4,4,4,4,4,4,US03,733
4,5,4,6,5,5,3,5,4,4,1,2,6,6,6,4,6,7,6,5,6,6,6,6,6,6,7,6,6,6,US03,734
3,2,2,2,2,2,2,2,2,2,2,1,5,1,5,2,5,5,5,4,5,4,5,4,4,4,4,5,4,5,US03,735
7,7,7,7,7,7,7,7,7,7,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,US03,736
7,7,7,7,7,7,7,7,7,7,1,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,US03,737
5,4,5,5,5,2,2,4,4,4,1,1,7,2,6,1,3,4,6,4,6,4,4,4,4,4,4,4,4,4,US03,738
7,6,4,7,7,4,4,7,4,4,1,2,7,7,7,7,6,7,6,4,4,4,4,4,4,4,4,6,4,4,US03,739
7,7,7,7,7,7,7,7,7,7,1,1,7,7,7,7,7,6,7,6,7,6,6,6,6,6,6,6,6,6,US03,740
7,7,6,6,7,6,5,6,5,6,6,4,6,7,7,6,6,6,7,7,7,7,6,6,6,7,6,6,6,6,US03,741
7,7,7,7,7,4,1,4,4,4,3,1,7,2,5,3,6,5,5,4,6,4,4,5,4,3,5,6,5,3,US03,742
7,7,5,1,1,7,1,4,4,4,6,1,6,3,3,3,6,5,6,4,4,4,4,6,4,4,4,6,4,4,US03,743
7,7,7,7,7,7,7,7,7,4,3,2,7,7,7,7,5,7,7,7,7,7,7,7,4,7,7,7,7,4,US03,744
7,7,1,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,US03,745
2,2,3,3,4,4,3,2,2,3,4,4,6,4,5,4,5,4,5,5,5,5,4,5,5,4,5,4,5,5,US03,746
6,3,4,7,7,2,2,7,1,2,1,1,7,3,4,3,6,4,6,4,5,4,6,4,4,2,4,7,4,4,US03,747
5,6,6,4,6,2,2,2,2,4,1,1,7,6,6,4,6,6,6,4,6,5,6,4,4,4,4,6,4,6,US03,748
7,7,7,7,7,5,5,5,5,6,2,1,5,6,6,6,6,6,6,6,6,5,5,6,6,6,6,7,6,5,US03,749
6,7,7,6,7,4,5,4,4,4,1,1,7,6,6,4,6,4,4,4,6,4,4,4,4,4,4,4,4,4,US03,750
7,7,7,7,7,7,7,7,7,7,2,1,7,6,4,1,6,6,5,3,4,1,3,4,4,1,4,3,4,2,US03,751
7,7,7,7,7,1,5,3,1,5,1,2,7,2,5,4,3,5,7,7,7,4,7,4,1,6,1,6,3,2,US03,752
7,7,7,7,7,4,4,7,4,4,2,2,6,6,6,6,6,5,5,5,5,5,5,5,4,5,5,5,5,5,US03,753
3,4,4,5,4,1,2,1,2,4,5,4,6,6,6,7,6,5,6,6,7,6,7,6,6,6,5,6,6,7,US03,754
7,7,7,7,7,5,5,7,5,6,1,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,US03,755
7,7,7,7,7,6,4,7,4,6,1,2,7,5,5,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,US03,756
5,4,5,6,6,3,2,3,3,3,4,1,6,6,6,5,3,4,4,4,5,5,5,4,4,3,4,5,4,4,US03,757
7,6,7,7,7,6,5,5,6,4,3,2,7,6,6,7,6,5,6,6,6,5,5,5,5,5,6,5,6,5,US03,758
7,7,7,7,7,4,4,5,4,2,1,1,6,2,2,3,6,5,2,2,3,2,3,2,3,3,2,5,2,3,US03,759
7,7,7,7,7,5,5,6,6,7,1,1,7,6,6,6,6,6,6,6,6,6,6,5,6,6,5,6,7,5,US03,760
7,6,5,7,6,4,4,5,4,4,1,1,7,6,5,6,6,6,6,4,6,4,5,4,4,5,4,5,4,4,US03,761
7,7,7,6,7,6,6,7,5,6,1,1,7,6,6,5,6,4,4,4,4,4,4,4,4,5,4,4,4,4,US03,762
7,7,7,7,7,7,7,7,7,7,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,US03,763
7,7,6,7,7,1,4,3,1,4,4,1,7,5,7,2,6,6,7,7,5,4,6,6,6,3,7,7,4,6,US03,764
7,7,5,7,7,2,1,5,2,1,1,1,6,6,6,6,5,6,6,5,6,4,6,4,4,4,4,4,4,4,US03,765
6,4,4,5,6,2,2,2,2,2,1,1,6,5,6,5,6,6,5,5,6,4,6,4,4,4,5,6,4,6,US03,766
7,7,6,7,7,5,5,7,5,5,3,1,6,5,5,5,6,4,4,4,5,4,5,4,4,4,4,3,4,4,US03,767
7,6,6,7,7,7,4,6,5,4,5,1,7,7,6,6,7,6,6,6,6,6,7,6,6,7,6,6,6,6,US03,768
4,3,4,4,1,1,1,1,1,1,4,1,7,4,7,4,7,6,6,4,4,4,4,4,4,4,4,4,4,4,US03,769
7,5,4,7,7,4,4,2,4,4,1,1,7,4,5,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,US03,770
2,4,4,5,7,2,1,4,2,2,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,US03,771
7,7,7,7,7,7,7,7,7,7,4,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,US03,772
7,7,7,7,7,5,5,1,5,6,1,1,7,5,3,5,5,7,6,4,7,4,6,5,3,4,6,4,4,4,US03,773
3,3,7,4,6,4,3,2,3,4,4,1,6,5,5,5,5,4,5,4,5,4,5,4,4,5,4,5,5,4,US03,774
7,7,7,7,7,7,5,7,6,7,1,2,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,US03,776
7,7,6,7,7,5,4,6,4,6,1,1,6,5,5,5,6,5,6,6,5,5,5,5,5,4,5,6,5,5,US03,777
6,7,5,6,7,4,5,6,5,6,1,1,7,7,6,6,4,6,7,6,6,5,7,6,5,6,4,6,4,7,US03,778
1,7,7,7,7,7,7,7,7,7,1,1,6,4,6,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,US03,779
6,6,5,6,7,4,2,4,2,3,2,1,7,6,4,6,6,6,6,7,6,7,6,6,5,6,6,7,6,6,US03,780
7,7,7,7,7,7,7,7,7,7,3,1,7,7,7,7,7,5,6,6,6,6,6,6,6,6,6,5,6,6,US03,781
6,6,6,5,6,4,4,3,4,4,4,1,7,5,6,5,5,4,4,4,5,4,4,4,4,4,4,4,4,4,US03,782
7,7,6,6,6,4,2,4,7,4,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,US03,783
6,6,6,7,7,2,4,4,4,4,1,1,7,6,2,6,7,6,5,5,6,6,5,4,4,5,4,6,4,6,US03,784
1,7,7,7,7,7,1,7,1,7,5,1,7,2,1,2,5,3,1,1,1,1,1,1,1,7,1,3,1,1,US03,785
6,6,5,6,6,6,2,4,2,2,1,1,5,4,4,3,4,5,5,4,5,4,5,4,4,4,4,5,4,5,US03,786
6,5,7,6,7,4,5,6,4,3,2,2,6,5,5,5,5,5,5,6,6,4,6,4,4,4,4,6,4,4,US03,787
2,2,3,3,1,3,2,5,2,5,2,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,US03,788
7,7,7,7,7,6,6,7,7,7,1,1,7,7,7,7,7,6,7,6,6,4,6,5,4,5,4,6,6,5,US03,789
7,7,7,7,7,2,2,6,2,6,1,1,7,6,7,5,5,7,7,4,4,4,4,4,4,7,4,4,4,7,US03,790
7,7,7,7,7,4,4,4,4,4,4,1,7,7,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,US03,791
1,2,7,1,1,4,4,3,4,2,2,1,7,7,6,7,3,5,7,4,5,4,7,7,3,3,4,1,4,4,US03,792
7,6,7,7,7,5,4,6,6,6,5,4,7,6,6,6,6,6,6,6,6,6,5,5,6,6,6,6,6,6,US03,793
7,6,6,6,6,2,4,4,1,7,1,1,6,5,3,3,6,6,6,4,6,4,4,4,4,5,4,5,4,6,US03,794
7,7,7,7,7,1,1,1,4,4,4,1,7,3,7,4,3,5,6,5,4,5,4,4,4,6,4,4,4,6,US03,795
1,4,2,1,1,1,7,1,5,6,4,1,7,6,6,7,7,4,7,7,7,7,5,5,7,4,7,7,7,7,US03,796
7,7,7,7,7,5,4,5,4,7,1,1,6,6,6,6,6,6,6,4,6,5,6,4,4,5,4,6,5,5,US03,797
7,7,6,7,7,4,4,4,2,2,4,1,7,7,6,6,7,4,6,4,4,4,6,4,4,6,4,4,4,4,US03,798
7,7,7,7,7,7,7,7,7,7,2,2,4,3,3,2,2,3,5,4,3,4,5,2,4,5,3,2,3,4,US03,799
7,7,7,7,7,2,1,6,1,4,1,3,7,6,7,6,6,4,5,4,6,4,6,4,4,5,4,5,4,3,US03,800
7,6,6,5,6,3,1,5,1,4,1,1,6,6,5,3,6,6,6,4,5,4,6,4,4,5,4,4,4,6,US03,801
7,7,7,7,7,5,6,7,5,7,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,US03,803
7,7,7,7,7,7,4,7,4,7,1,1,7,6,7,6,7,6,7,7,7,7,7,7,7,6,7,7,7,7,US03,804
6,5,5,5,6,3,3,1,3,5,2,2,7,4,5,3,6,4,6,4,6,4,6,4,4,5,4,6,4,5,US03,805
7,6,4,7,7,3,2,4,2,1,1,1,7,7,7,3,7,6,6,5,6,5,6,4,4,5,4,6,4,6,US03,806
7,7,7,7,7,1,1,2,2,7,1,1,6,2,5,2,3,4,7,4,5,4,6,4,4,4,4,4,4,7,US03,807
7,1,7,7,7,7,1,1,1,1,1,1,7,7,6,5,6,4,4,4,4,4,6,4,4,4,4,4,4,4,US03,808
7,7,7,7,7,5,2,7,4,4,1,1,7,7,7,7,7,7,7,7,7,6,7,7,6,6,6,7,6,7,US03,809
7,5,6,3,7,5,4,4,3,5,7,2,7,3,6,3,3,4,4,4,4,3,4,5,3,1,4,4,5,4,US03,810
7,7,7,7,7,3,4,5,4,6,1,3,6,6,5,4,5,3,5,4,4,4,4,4,4,4,4,5,4,4,US03,811
7,4,6,7,7,4,4,4,4,6,2,1,6,6,3,4,4,7,6,4,4,4,6,4,4,5,4,7,5,5,US03,812
7,7,5,7,7,5,4,7,4,3,2,2,6,6,6,6,2,6,6,4,4,4,6,4,2,4,4,5,4,6,US03,813
6,4,7,7,7,6,5,6,5,7,6,4,4,5,7,6,4,6,7,6,5,4,6,5,7,6,5,6,6,3,US03,814
7,7,7,7,7,7,5,4,1,5,4,2,6,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,US03,815
7,7,7,7,7,7,7,6,7,6,4,1,7,5,7,6,5,5,7,5,7,5,7,6,6,6,6,5,5,6,US03,816
7,7,7,6,7,6,7,6,4,7,5,1,4,5,5,5,5,4,6,5,5,6,6,6,4,5,5,5,6,5,US03,817
7,7,6,7,7,6,5,7,5,5,4,2,7,5,7,7,6,5,7,4,7,6,7,4,6,4,4,5,4,5,US03,818
7,7,7,7,7,7,7,7,7,7,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,US03,819
4,4,1,4,4,7,1,4,2,2,5,2,5,5,5,6,5,5,6,6,5,6,4,6,6,2,2,6,4,3,US03,820
7,7,7,7,7,5,7,7,5,7,4,2,6,6,7,6,6,4,6,4,6,4,6,4,4,6,4,6,4,6,US03,821
6,6,6,6,7,5,2,5,3,5,5,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,US03,822
7,6,6,6,7,3,7,6,3,3,7,2,2,4,3,1,2,4,5,3,4,5,5,4,3,4,3,5,6,3,US03,823
6,6,7,7,7,5,5,6,4,3,1,1,7,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,US03,824
5,5,5,5,6,6,2,4,4,3,1,1,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,US03,825
7,7,6,7,7,4,4,4,2,6,2,2,7,7,5,6,7,7,5,6,7,7,6,5,5,7,6,7,6,5,US03,826
3,2,5,6,5,6,2,2,6,6,2,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,US03,827
7,7,7,7,7,6,5,6,5,5,1,1,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,US03,828
5,4,4,4,5,2,3,3,3,5,1,1,6,3,3,4,4,4,6,4,6,4,7,4,4,4,4,4,4,4,US03,829
7,7,7,7,7,1,1,7,1,1,1,1,7,7,7,7,7,4,7,4,7,4,7,4,4,4,4,4,4,4,US03,830
7,6,6,7,6,2,2,4,4,6,2,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,US03,831
7,7,7,7,7,4,4,4,4,4,1,1,7,7,7,7,7,4,7,4,7,4,4,4,4,4,4,4,4,4,US03,832
